20000, 2, 8812000
20000, 4, 7828800
20000, 6, 7239100
20000, 8, 7668700
20000, 10, 8665000
20000, 12, 10130100
20000, 14, 10447300
20000, 16, 11616300
20000, 18, 10595700
20000, 20, 10715600
20000, 22, 9527400
20000, 24, 7478900
20000, 26, 6235700
20000, 28, 12154400
20000, 30, 5144600
20000, 32, 4760900
20000, 34, 5457200
20000, 36, 4705000
20000, 38, 4770500
20000, 40, 4079500
20000, 42, 2952600
20000, 44, 3200900
20000, 46, 2961500
20000, 48, 3190500
20000, 50, 4027700
20000, 52, 3145200
20000, 54, 4015300
20000, 56, 5490000
20000, 58, 4811500
20000, 60, 4415200
20000, 62, 3490900
20000, 64, 4192600
20000, 66, 6215000
20000, 68, 6674300
20000, 70, 4957600
20000, 72, 3101000
20000, 74, 4488800
20000, 76, 5561100
20000, 78, 4898300
20000, 80, 4190900
20000, 82, 5169000
20000, 84, 4504900
20000, 86, 4928700
20000, 88, 5014500
20000, 90, 5381700
20000, 92, 4451900
20000, 94, 4439400
20000, 96, 6086800
20000, 98, 5717600
20000, 100, 5306300
20000, 102, 6736000
20000, 104, 5296800
20000, 106, 5518800
20000, 108, 3987300
20000, 110, 3339400
20000, 112, 3626700
20000, 114, 3226000
20000, 116, 3284000
20000, 118, 4659300
20000, 120, 3259600
20000, 122, 3210000
20000, 124, 4540100
20000, 126, 4005500
20000, 128, 5148100
20000, 130, 3295900
20000, 132, 3287100
20000, 134, 5746500
20000, 136, 3336800
20000, 138, 3297900
20000, 140, 4604200
20000, 142, 3612800
20000, 144, 4945000
20000, 146, 3623400
20000, 148, 3833300
20000, 150, 4038800
20000, 152, 3399900
20000, 154, 5500000
20000, 156, 6218900
20000, 158, 5627700
20000, 160, 3798700
20000, 162, 4845000
20000, 164, 3642000
20000, 166, 3508100
20000, 168, 5378400
20000, 170, 3639700
20000, 172, 3486400
20000, 174, 3510000
20000, 176, 3817400
20000, 178, 5693000
20000, 180, 3583200
20000, 182, 3984400
20000, 184, 6841500
20000, 186, 7868300
20000, 188, 4675300
20000, 190, 3770600
20000, 192, 3850000
20000, 194, 6171400
20000, 196, 6613000
20000, 198, 4591700
20000, 200, 4547000
20000, 202, 3976700
20000, 204, 5966400
20000, 206, 5385800
20000, 208, 3859000
20000, 210, 7272300
20000, 212, 3868200
20000, 214, 4413600
20000, 216, 6329800
