20000, 2, 5931300
20000, 4, 6282500
20000, 6, 5622300
20000, 8, 9615600
20000, 10, 9640700
20000, 12, 9810300
20000, 14, 10511400
20000, 16, 8838300
20000, 18, 13535600
20000, 20, 9629100
20000, 22, 4667700
20000, 24, 5576000
20000, 26, 5293100
20000, 28, 5093600
20000, 30, 5384900
20000, 32, 5124100
20000, 34, 6258400
20000, 36, 3722600
20000, 38, 4027400
20000, 40, 5575000
20000, 42, 4519300
20000, 44, 3173000
20000, 46, 4572300
20000, 48, 3075900
20000, 50, 4084400
20000, 52, 3647500
20000, 54, 4269900
20000, 56, 4417300
20000, 58, 5097300
20000, 60, 12388600
20000, 62, 12358300
20000, 64, 12911100
20000, 66, 18384800
20000, 68, 10432400
20000, 70, 8232700
20000, 72, 8323100
20000, 74, 10735600
20000, 76, 13380200
20000, 78, 10380000
20000, 80, 9947700
20000, 82, 9184600
20000, 84, 10954200
20000, 86, 11392600
20000, 88, 7239400
20000, 90, 18832700
20000, 92, 8431800
20000, 94, 8062300
20000, 96, 8542600
20000, 98, 19317700
20000, 100, 7740100
20000, 102, 14535500
20000, 104, 10106500
20000, 106, 18776800
20000, 108, 16010800
20000, 110, 17120100
20000, 112, 8013300
20000, 114, 8179800
20000, 116, 10001400
20000, 118, 16902300
20000, 120, 13844900
20000, 122, 16450800
20000, 124, 14031700
20000, 126, 12441000
20000, 128, 11306900
20000, 130, 12242400
20000, 132, 12198900
20000, 134, 14552100
20000, 136, 10710000
20000, 138, 5853600
20000, 140, 7312700
20000, 142, 7535200
20000, 144, 9741700
20000, 146, 7044300
20000, 148, 4587000
20000, 150, 8721300
20000, 152, 7466700
20000, 154, 16163000
20000, 156, 8778300
20000, 158, 8430200
20000, 160, 6701000
20000, 162, 3284600
20000, 164, 4261600
20000, 166, 3372100
20000, 168, 4719800
20000, 170, 4756600
20000, 172, 5011200
20000, 174, 3450200
20000, 176, 3003600
20000, 178, 6681200
20000, 180, 4063300
20000, 182, 3045600
20000, 184, 3535200
20000, 186, 3016600
20000, 188, 6174600
20000, 190, 4115200
20000, 192, 3139100
20000, 194, 6978900
20000, 196, 3249800
20000, 198, 3414800
20000, 200, 5862100
20000, 202, 4188200
20000, 204, 6995200
20000, 206, 4343600
20000, 208, 5341700
20000, 210, 6551600
20000, 212, 5411500
20000, 214, 4641300
20000, 216, 3867500
20000, 218, 3234400
20000, 220, 5102200
20000, 222, 3260600
20000, 224, 3216500
20000, 226, 4260800
20000, 228, 3256600
20000, 230, 4871900
20000, 232, 3308200
20000, 234, 3205900
20000, 236, 4887900
20000, 238, 3506900
20000, 240, 3562000
20000, 242, 3434100
20000, 244, 3451000
20000, 246, 6707100
20000, 248, 3344100
20000, 250, 4559000
20000, 252, 4102300
20000, 254, 3551500
20000, 256, 8125900
20000, 258, 3664800
20000, 260, 3586500
20000, 262, 5400800
20000, 264, 3471200
20000, 266, 3755900
20000, 268, 4700200
20000, 270, 3545500
20000, 272, 6217400
20000, 274, 3595600
20000, 276, 3740200
20000, 278, 5675100
20000, 280, 4211500
20000, 282, 4459900
20000, 284, 4949600
20000, 286, 4527900
20000, 288, 5877500
20000, 290, 4929800
20000, 292, 3803800
20000, 294, 5102900
20000, 296, 5397600
20000, 298, 5676600
20000, 300, 4005500
30000, 2, 4947200
30000, 4, 3693400
30000, 6, 4927700
30000, 8, 5173500
30000, 10, 4063300
30000, 12, 3459800
30000, 14, 3896100
30000, 16, 3593900
30000, 18, 3338700
30000, 20, 4918100
30000, 22, 3320000
30000, 24, 3942900
30000, 26, 3325100
30000, 28, 3730800
30000, 30, 3703200
30000, 32, 3352600
30000, 34, 4279300
30000, 36, 3322300
30000, 38, 4015800
30000, 40, 3326900
30000, 42, 3773800
30000, 44, 3877300
30000, 46, 3487300
30000, 48, 4476500
30000, 50, 3433800
30000, 52, 4058600
30000, 54, 3385800
30000, 56, 3802700
30000, 58, 4226000
30000, 60, 3409800
30000, 62, 4703100
30000, 64, 3534300
30000, 66, 4383700
30000, 68, 3483100
30000, 70, 3899100
30000, 72, 4529600
30000, 74, 3458500
30000, 76, 4954900
30000, 78, 3623700
30000, 80, 4285600
30000, 82, 3633600
30000, 84, 4266700
30000, 86, 4700000
30000, 88, 3635800
30000, 90, 5261800
30000, 92, 3661600
30000, 94, 4303300
30000, 96, 3730000
30000, 98, 3854100
30000, 100, 4986400
30000, 102, 3768200
30000, 104, 5411400
30000, 106, 3734000
30000, 108, 4416900
30000, 110, 3836200
30000, 112, 3824000
30000, 114, 5310300
30000, 116, 3877200
30000, 118, 5638700
30000, 120, 5387400
30000, 122, 5269100
30000, 124, 4703000
30000, 126, 4075400
30000, 128, 5668100
30000, 130, 4073200
30000, 132, 5949100
30000, 134, 4113300
30000, 136, 4496300
30000, 138, 4435800
30000, 140, 4180000
30000, 142, 5979200
30000, 144, 4192300
30000, 146, 6181500
30000, 148, 4173100
30000, 150, 5636900
30000, 152, 4748900
30000, 154, 4154200
30000, 156, 6538600
30000, 158, 4234300
30000, 160, 6094900
30000, 162, 4550200
30000, 164, 5777200
30000, 166, 5191800
30000, 168, 4394000
30000, 170, 6646200
30000, 172, 4441900
30000, 174, 6303700
30000, 176, 4478800
30000, 178, 5795900
30000, 180, 5530400
30000, 182, 4601500
30000, 184, 7056200
30000, 186, 4606000
30000, 188, 6567600
30000, 190, 4621000
30000, 192, 6087200
30000, 194, 5960400
30000, 196, 4670000
30000, 198, 7556600
30000, 200, 4738200
30000, 202, 6501200
30000, 204, 4948400
30000, 206, 5971800
30000, 208, 6407700
30000, 210, 4764600
30000, 212, 7603300
30000, 214, 4965200
30000, 216, 9158100
30000, 218, 4968900
30000, 220, 5818600
30000, 222, 6667100
30000, 224, 6038200
30000, 226, 4972700
30000, 228, 8658000
30000, 230, 5000100
30000, 232, 7209700
